"white_id","as_white_games_count","as_white_wins","as_white_loss","as_white_draw","as_white_fav_opening_class","as_white_fav_opening_eco","as_black_games_count","as_black_wins","as_black_loss","as_black_draw","total_games_count","total_wins","total_loss","total_draw","as_white_winrate","as_black_winrate","total_winrate","last_elo","last_elo_band"
"chien11110",1,1,0,0,"C","C20",0,0,0,0,1,1,0,0,1,0,1,1696,"gold"
"karelmmm",1,1,0,0,"D","D02",0,0,0,0,1,1,0,0,1,0,1,1596,"silver"
"paddycologne",2,1,0,1,"D","D02",1,0,0,1,3,1,0,2,0.5,0,0.33333333,1525,"silver"
"narkruin",1,1,0,0,"A","A00",0,0,0,0,1,1,0,0,1,0,1,1497,"silver"
"garullus",1,1,0,0,"C","C42",0,0,0,0,1,1,0,0,1,0,1,1454,"silver"
"bazarmalikmaulana",1,1,0,0,"C","C20",1,1,0,0,2,2,0,0,1,1,1,1479,"silver"
"tabia777",1,0,1,0,"C","C42",0,0,0,0,1,0,1,0,0,0,0,1341,"bronze"
"ocramx",1,0,1,0,"B","B06",0,0,0,0,1,0,1,0,0,0,0,1440,"silver"
"celtica",2,2,0,0,"C","C20",0,0,0,0,2,2,0,0,1,0,1,1651,"gold"
"mahan6",1,0,1,0,"C","C42",0,0,0,0,1,0,1,0,0,0,0,1347,"bronze"
"kazikkizak",2,1,1,0,"C","C00",1,1,0,0,3,2,1,0,0.5,1,0.66666667,1302,"bronze"
"cheussr",1,1,0,0,"A","A00",0,0,0,0,1,1,0,0,1,0,1,1489,"silver"
"seilon",1,1,0,0,"C","C00",0,0,0,0,1,1,0,0,1,0,1,1429,"silver"
"midohazem",1,1,0,0,"B","B25",0,0,0,0,1,1,0,0,1,0,1,2005,"titanium"
"smalex",1,1,0,0,"A","A20",0,0,0,0,1,1,0,0,1,0,1,2285,"master"
"throwaway10825",1,1,0,0,"A","A06",1,1,0,0,2,2,0,0,1,1,1,1500,"silver"
"piley159",21,8,12,1,"C","B00",22,13,8,1,43,21,20,2,0.38095238,0.59090909,0.48837209,1370,"bronze"
"chatochess",1,1,0,0,"D","D00",0,0,0,0,1,1,0,0,1,0,1,1514,"silver"
"maninblack909",1,0,1,0,"D","D00",0,0,0,0,1,0,1,0,0,0,0,1311,"bronze"
"kupres",1,0,1,0,"B","B01",0,0,0,0,1,0,1,0,0,0,0,1880,"platinum"
"nanang8231",1,0,1,0,"A","A00",0,0,0,0,1,0,1,0,0,0,0,1807,"platinum"
"usereal168",1,0,1,0,"D","D20",0,0,0,0,1,0,1,0,0,0,0,1632,"gold"
"sy_nc",1,0,1,0,"C","C50",0,0,0,0,1,0,1,0,0,0,0,1359,"bronze"
"mimik29",2,0,2,0,"C","C20",1,0,1,0,3,0,3,0,0,0,0,1157,"wood"
"jamazing01",1,0,1,0,"C","C47",0,0,0,0,1,0,1,0,0,0,0,1315,"bronze"
"skids19",1,1,0,0,"C","C62",1,0,1,0,2,1,1,0,1,0,0.5,1197,"wood"
"craigi70",1,0,1,0,"C","C20",0,0,0,0,1,0,1,0,0,0,0,1152,"wood"
"jeb90",1,1,0,0,"C","C02",0,0,0,0,1,1,0,0,1,0,1,1348,"bronze"
"damian910801",1,1,0,0,"B","B21",1,0,1,0,2,1,1,0,1,0,0.5,1322,"bronze"
"lyfrules",1,0,1,0,"A","A00",0,0,0,0,1,0,1,0,0,0,0,1064,"wood"
"krizantem_579686",1,1,0,0,"C","C26",0,0,0,0,1,1,0,0,1,0,1,1192,"wood"
"grandmasterblr",3,1,2,0,"B","B02",1,1,0,0,4,2,2,0,0.33333333,1,0.5,1106,"wood"
"varech29",1,0,0,1,"B","B02",1,0,1,0,2,0,1,1,0,0,0,1189,"wood"
"arsy",1,0,1,0,"A","A40",0,0,0,0,1,0,1,0,0,0,0,1236,"bronze"
"raptorfurax",1,1,0,0,"B","B00",0,0,0,0,1,1,0,0,1,0,1,1301,"bronze"
"darkdevilish",1,0,1,0,"D","D30",0,0,0,0,1,0,1,0,0,0,0,1660,"gold"
"valeriansg",1,1,0,0,"C","C65",0,0,0,0,1,1,0,0,1,0,1,1751,"gold"
"soldierofsatan",1,1,0,0,"C","C62",0,0,0,0,1,1,0,0,1,0,1,1961,"platinum"
"chesstime107",1,1,0,0,"C","C69",4,1,3,0,5,2,3,0,1,0.25,0.4,1838,"platinum"
"seg32",1,0,1,0,"D","D04",1,0,1,0,2,0,2,0,0,0,0,1977,"platinum"
"honza7",6,6,0,0,"C","C02",5,5,0,0,11,11,0,0,1,1,1,1868,"platinum"
"sriramprasad",1,0,1,0,"C","C01",1,0,1,0,2,0,2,0,0,0,0,1769,"gold"
"mishkajap",3,0,3,0,"A","A00",2,0,2,0,5,0,5,0,0,0,0,1473,"silver"
"mdware",1,1,0,0,"C","C44",0,0,0,0,1,1,0,0,1,0,1,1492,"silver"
"ryan94",1,1,0,0,"C","C42",1,0,1,0,2,1,1,0,1,0,0.5,1445,"silver"
"misfox",11,3,8,0,"C","C20",13,2,9,2,24,5,17,2,0.27272727,0.15384615,0.20833333,1173,"wood"
"nano51",1,1,0,0,"E","E10",1,1,0,0,2,2,0,0,1,1,1,1587,"silver"
"cilentano002",2,2,0,0,"C","C57",3,2,1,0,5,4,1,0,1,0.66666667,0.8,1673,"gold"
"alex_1396",2,1,0,1,"C","C46",0,0,0,0,2,1,0,1,0.5,0,0.5,1436,"silver"
"brun0",1,1,0,0,"C","C23",0,0,0,0,1,1,0,0,1,0,1,1473,"silver"
"amaozinhadotemer",2,0,2,0,"C","C23",1,0,1,0,3,0,3,0,0,0,0,1155,"wood"
"muddel",1,1,0,0,"A","A40",1,1,0,0,2,2,0,0,1,1,1,1901,"platinum"
"krzychupogromca12",1,1,0,0,"C","C46",1,1,0,0,2,2,0,0,1,1,1,1500,"silver"
"jpadron19",1,1,0,0,"C","C40",4,4,0,0,5,5,0,0,1,1,1,1677,"gold"
"salemfennir",1,1,0,0,"A","A00",1,1,0,0,2,2,0,0,1,1,1,1273,"bronze"
"comm74ru",2,1,0,1,"A","A40",0,0,0,0,2,1,0,1,0.5,0,0.5,1517,"silver"
"sasa123",1,0,0,1,"B","B50",1,0,1,0,2,0,1,1,0,0,0,1551,"silver"
"pal2310",22,13,7,2,"D","D06",20,5,13,2,42,18,20,4,0.59090909,0.25,0.42857143,1703,"gold"
"leonard80",1,1,0,0,"A","A05",2,1,1,0,3,2,1,0,1,0.5,0.66666667,1677,"gold"
"brainwave57",1,1,0,0,"B","B20",0,0,0,0,1,1,0,0,1,0,1,1682,"gold"
"yolanda23",1,1,0,0,"A","A45",0,0,0,0,1,1,0,0,1,0,1,1579,"silver"
"iceprincess",1,1,0,0,"B","B57",1,0,1,0,2,1,1,0,1,0,0.5,1767,"gold"
"shevchenko_vlad",1,0,1,0,"B","B54",1,0,1,0,2,0,2,0,0,0,0,1674,"gold"
"ion1943",1,1,0,0,"B","B54",0,0,0,0,1,1,0,0,1,0,1,1856,"platinum"
"burovik",1,1,0,0,"B","B50",0,0,0,0,1,1,0,0,1,0,1,1670,"gold"
"estocad",1,1,0,0,"B","B22",0,0,0,0,1,1,0,0,1,0,1,1897,"platinum"
"stasi5",1,1,0,0,"B","B22",0,0,0,0,1,1,0,0,1,0,1,1732,"gold"
"balash",2,0,2,0,"B","B20",2,0,2,0,4,0,4,0,0,0,0,1632,"gold"
"kovach",1,0,0,1,"D","D02",1,0,1,0,2,0,1,1,0,0,0,1776,"gold"
"tigerle",1,1,0,0,"E","E20",0,0,0,0,1,1,0,0,1,0,1,1798,"gold"
"hussein1999",1,1,0,0,"B","B21",0,0,0,0,1,1,0,0,1,0,1,2076,"titanium"
"mikan25b",2,0,2,0,"B","B23",1,1,0,0,3,1,2,0,0,1,0.33333333,1800,"gold"
"mussomarco",1,0,1,0,"B","B22",2,0,2,0,3,0,3,0,0,0,0,1647,"gold"
"lmr1",1,1,0,0,"B","B53",0,0,0,0,1,1,0,0,1,0,1,1868,"platinum"
"blazingdragon",21,7,13,1,"B","B40",29,11,18,0,50,18,31,1,0.33333333,0.37931034,0.36,1549,"silver"
"the_old_newbie",1,1,0,0,"A","A04",0,0,0,0,1,1,0,0,1,0,1,1772,"gold"
"fa_48",1,1,0,0,"B","B50",0,0,0,0,1,1,0,0,1,0,1,1664,"gold"
"mogensdk",1,1,0,0,"B","B21",0,0,0,0,1,1,0,0,1,0,1,1835,"platinum"
"monah11",2,0,2,0,"D","D02",4,1,3,0,6,1,5,0,0,0.25,0.16666667,1620,"gold"
"safeer_1111",1,1,0,0,"B","B50",0,0,0,0,1,1,0,0,1,0,1,1859,"platinum"
"lecarpentier",1,1,0,0,"B","B20",0,0,0,0,1,1,0,0,1,0,1,1370,"bronze"
"yavor_20",1,1,0,0,"B","B70",0,0,0,0,1,1,0,0,1,0,1,1748,"gold"
"stefanmasch",2,1,1,0,"A","A52",1,1,0,0,3,2,1,0,0.5,1,0.66666667,1840,"platinum"
"v_clava38",3,2,1,0,"B","B53",3,3,0,0,6,5,1,0,0.66666667,1,0.83333333,1702,"gold"
"gabifdez",1,0,1,0,"A","A04",1,0,1,0,2,0,2,0,0,0,0,1452,"silver"
"mednikov",2,2,0,0,"B","B01",0,0,0,0,2,2,0,0,1,0,1,1666,"gold"
"gennai",1,1,0,0,"B","B72",1,0,1,0,2,1,1,0,1,0,0.5,1575,"silver"
"basis",1,1,0,0,"B","B20",0,0,0,0,1,1,0,0,1,0,1,1701,"gold"
"joe65",1,0,1,0,"C","C45",2,1,1,0,3,1,2,0,0,0.5,0.33333333,1597,"silver"
"board2016",1,1,0,0,"A","A51",0,0,0,0,1,1,0,0,1,0,1,1623,"gold"
"steve4000",1,1,0,0,"D","D01",0,0,0,0,1,1,0,0,1,0,1,1752,"gold"
"janko111",3,2,1,0,"C","B20",0,0,0,0,3,2,1,0,0.66666667,0,0.66666667,1663,"gold"
"robson_granmaster",1,1,0,0,"B","B20",0,0,0,0,1,1,0,0,1,0,1,1644,"gold"
"eppospaargaren",1,0,1,0,"A","A51",0,0,0,0,1,0,1,0,0,0,0,1548,"silver"
"rogergasparov",1,0,1,0,"B","B01",0,0,0,0,1,0,1,0,0,0,0,1640,"gold"
"tkwadrat",1,0,1,0,"B","B01",0,0,0,0,1,0,1,0,0,0,0,1600,"silver"
"holylowy",1,1,0,0,"B","B01",0,0,0,0,1,1,0,0,1,0,1,1728,"gold"
"tuas",1,1,0,0,"E","E00",0,0,0,0,1,1,0,0,1,0,1,1643,"gold"
"zortex24",1,1,0,0,"A","A45",0,0,0,0,1,1,0,0,1,0,1,1822,"platinum"
"shiro94",2,0,2,0,"B","B72",0,0,0,0,2,0,2,0,0,0,0,1579,"silver"
"pepejb",2,1,1,0,"B","B01",0,0,0,0,2,1,1,0,0.5,0,0.5,1706,"gold"
"pavel1503",1,1,0,0,"B","B50",0,0,0,0,1,1,0,0,1,0,1,1805,"platinum"
"ioansanders",2,1,1,0,"C","C20",4,2,2,0,6,3,3,0,0.5,0.5,0.5,1500,"silver"
"rackot",1,0,1,0,"B","B53",0,0,0,0,1,0,1,0,0,0,0,1413,"silver"
"caramelo1948",2,2,0,0,"C","C44",1,0,1,0,3,2,1,0,1,0,0.66666667,1465,"silver"
"chess965",1,1,0,0,"D","D07",0,0,0,0,1,1,0,0,1,0,1,1706,"gold"
"davide86",1,0,1,0,"A","A27",0,0,0,0,1,0,1,0,0,0,0,1347,"bronze"
"claner",1,0,1,0,"B","B25",0,0,0,0,1,0,1,0,0,0,0,1644,"gold"
"alexmorato",3,1,2,0,"A","B02",4,0,4,0,7,1,6,0,0.33333333,0,0.14285714,939,"wood"
"kishan11",1,1,0,0,"A","A06",0,0,0,0,1,1,0,0,1,0,1,1458,"silver"
"lado3",1,1,0,0,"C","C24",0,0,0,0,1,1,0,0,1,0,1,1449,"silver"
"bassboy",2,2,0,0,"C","C20",1,1,0,0,3,3,0,0,1,1,1,827,"wood"
"lewispugdog",1,1,0,0,"C","C27",0,0,0,0,1,1,0,0,1,0,1,1046,"wood"
"yigitberkekinci",1,0,1,0,"A","A00",0,0,0,0,1,0,1,0,0,0,0,1500,"silver"
"helykopter33",1,1,0,0,"B","B10",1,0,1,0,2,1,1,0,1,0,0.5,1306,"bronze"
"chessguy9001",11,3,6,2,"C","B00",4,2,2,0,15,5,8,2,0.27272727,0.5,0.33333333,1275,"bronze"
"grizzlebear",1,1,0,0,"B","B10",0,0,0,0,1,1,0,0,1,0,1,1282,"bronze"
"urag",1,0,1,0,"B","B00",0,0,0,0,1,0,1,0,0,0,0,1500,"silver"
"thib",1,0,1,0,"B","B00",0,0,0,0,1,0,1,0,0,0,0,964,"wood"
"wisepanther",5,2,3,0,"C","C40",4,1,2,1,9,3,5,1,0.4,0.25,0.33333333,1370,"bronze"
"sonsofthunder",1,1,0,0,"B","B00",1,1,0,0,2,2,0,0,1,1,1,1366,"bronze"
"ljuta85",1,0,0,1,"B","B02",0,0,0,0,1,0,0,1,0,0,0,1387,"bronze"
"minertyler100",1,0,1,0,"B","B07",0,0,0,0,1,0,1,0,0,0,0,1264,"bronze"
"koyados",1,1,0,0,"A","A40",0,0,0,0,1,1,0,0,1,0,1,1554,"silver"
"adamsandler",1,0,1,0,"A","A06",0,0,0,0,1,0,1,0,0,0,0,2103,"titanium"
"anejbegunje",15,8,5,2,"D","D02",10,5,5,0,25,13,10,2,0.53333333,0.5,0.52,2210,"master"
"vinc123",2,0,2,0,"A","A00",0,0,0,0,2,0,2,0,0,0,0,1964,"platinum"
"racger",1,1,0,0,"A","A58",0,0,0,0,1,1,0,0,1,0,1,2104,"titanium"
"chittari",1,1,0,0,"D","D03",0,0,0,0,1,1,0,0,1,0,1,2330,"master"
"zorandjordje",1,1,0,0,"B","B74",0,0,0,0,1,1,0,0,1,0,1,2121,"titanium"
"artisom_2017",1,0,1,0,"B","B50",0,0,0,0,1,0,1,0,0,0,0,2151,"titanium"
"cozychess",1,1,0,0,"B","B72",1,1,0,0,2,2,0,0,1,1,1,2194,"titanium"
"lebeusz",1,1,0,0,"A","A46",1,1,0,0,2,2,0,0,1,1,1,2276,"master"
"mitchell82",1,0,1,0,"B","B50",0,0,0,0,1,0,1,0,0,0,0,2225,"master"
"habboush",2,0,2,0,"A","A56",3,1,1,1,5,1,3,1,0,0.33333333,0.2,2077,"titanium"
"agri1989",5,2,3,0,"C","C60",4,2,2,0,9,4,5,0,0.4,0.5,0.44444444,1502,"silver"
"stigdagerman",1,0,1,0,"D","D01",1,1,0,0,2,1,1,0,0,1,0.5,1368,"bronze"
"afshinhajari",1,1,0,0,"C","C41",0,0,0,0,1,1,0,0,1,0,1,1470,"silver"
"buffo",2,1,1,0,"C","C34",0,0,0,0,2,1,1,0,0.5,0,0.5,1463,"silver"
"rubenzarco",1,0,1,0,"C","C41",0,0,0,0,1,0,1,0,0,0,0,1550,"silver"
"egeozbakir1",1,0,1,0,"B","B07",1,0,1,0,2,0,2,0,0,0,0,810,"wood"
"efeozbakir1",6,2,4,0,"D","D00",5,1,4,0,11,3,8,0,0.33333333,0.2,0.27272727,1209,"bronze"
"hmos",1,1,0,0,"C","C30",0,0,0,0,1,1,0,0,1,0,1,1586,"silver"
"francekonjar",1,1,0,0,"C","C20",0,0,0,0,1,1,0,0,1,0,1,1718,"gold"
"papi23",1,1,0,0,"C","C20",0,0,0,0,1,1,0,0,1,0,1,1733,"gold"
"bauerl95",1,1,0,0,"C","C40",0,0,0,0,1,1,0,0,1,0,1,1483,"silver"
"thepawnsofwrath",10,3,7,0,"C","B01",9,4,5,0,19,7,12,0,0.3,0.44444444,0.36842105,1378,"bronze"
"krissy33",2,0,2,0,"C","C61",1,0,1,0,3,0,3,0,0,0,0,1461,"silver"
"casta73",1,1,0,0,"C","C45",0,0,0,0,1,1,0,0,1,0,1,1180,"wood"
"zbigniewes",1,1,0,0,"C","C46",0,0,0,0,1,1,0,0,1,0,1,1638,"gold"
"nikolay4",1,1,0,0,"D","D00",1,1,0,0,2,2,0,0,1,1,1,1483,"silver"
"daesh001",1,1,0,0,"B","B20",0,0,0,0,1,1,0,0,1,0,1,1447,"silver"
"xaneca",1,0,1,0,"D","D00",0,0,0,0,1,0,1,0,0,0,0,1500,"silver"
"marvaey",1,1,0,0,"B","B20",0,0,0,0,1,1,0,0,1,0,1,1430,"silver"
"jcdelhermet",1,0,1,0,"B","B20",0,0,0,0,1,0,1,0,0,0,0,1524,"silver"
"peeko27",1,1,0,0,"A","A40",1,1,0,0,2,2,0,0,1,1,1,1500,"silver"
"magnus_dong",7,2,5,0,"A","A40",6,3,3,0,13,5,8,0,0.28571429,0.5,0.38461538,1508,"silver"
"rudiansyah",1,1,0,0,"C","C24",0,0,0,0,1,1,0,0,1,0,1,1500,"silver"
"exoc",1,0,1,0,"D","D00",0,0,0,0,1,0,1,0,0,0,0,1500,"silver"
"destroyedbysystem",1,0,1,0,"B","B02",0,0,0,0,1,0,1,0,0,0,0,1238,"bronze"
"janfrode",1,1,0,0,"D","D00",2,2,0,0,3,3,0,0,1,1,1,1693,"gold"
"isp",1,0,1,0,"C","C40",0,0,0,0,1,0,1,0,0,0,0,1622,"gold"
"chiesu",1,1,0,0,"B","B00",2,2,0,0,3,3,0,0,1,1,1,1225,"bronze"
"norris",1,0,1,0,"A","A00",2,0,2,0,3,0,3,0,0,0,0,1323,"bronze"
"michaelfield",7,3,4,0,"C","B20",5,1,4,0,12,4,8,0,0.42857143,0.2,0.33333333,1761,"gold"
"eka7777",1,0,1,0,"B","B57",0,0,0,0,1,0,1,0,0,0,0,1750,"gold"
"yonaltimur",3,3,0,0,"D","D31",0,0,0,0,3,3,0,0,1,0,1,2108,"titanium"
"grant12345",1,1,0,0,"E","E32",1,1,0,0,2,2,0,0,1,1,1,1852,"platinum"
"gregmillsusa1",1,1,0,0,"B","B20",0,0,0,0,1,1,0,0,1,0,1,1809,"platinum"
"nvkrk",1,0,1,0,"D","D20",0,0,0,0,1,0,1,0,0,0,0,1801,"platinum"
"jovan_kingofkings",11,6,4,1,"B","C01",21,8,13,0,32,14,17,1,0.54545455,0.38095238,0.4375,1700,"gold"
"waheed500",1,0,1,0,"D","D20",1,0,0,1,2,0,1,1,0,0,0,1764,"gold"
"urbater",1,1,0,0,"C","C62",1,0,1,0,2,1,1,0,1,0,0.5,1737,"gold"
"alexmlg",1,0,1,0,"C","C24",0,0,0,0,1,0,1,0,0,0,0,1696,"gold"
"madoscmossco",1,0,1,0,"C","C20",0,0,0,0,1,0,1,0,0,0,0,1734,"gold"
"zaid-taha",1,1,0,0,"A","A03",0,0,0,0,1,1,0,0,1,0,1,1796,"gold"
"heek7133",1,0,1,0,"C","C53",0,0,0,0,1,0,1,0,0,0,0,1720,"gold"
"vsulca",1,1,0,0,"C","C34",0,0,0,0,1,1,0,0,1,0,1,1779,"gold"
"borisba",1,1,0,0,"C","C62",0,0,0,0,1,1,0,0,1,0,1,1888,"platinum"
"torosentado",1,1,0,0,"C","C50",0,0,0,0,1,1,0,0,1,0,1,1852,"platinum"
"aleks1963",1,1,0,0,"C","C34",1,0,1,0,2,1,1,0,1,0,0.5,1799,"gold"
"calypso13",1,1,0,0,"C","C42",0,0,0,0,1,1,0,0,1,0,1,1820,"platinum"
"teleport",1,1,0,0,"C","C50",0,0,0,0,1,1,0,0,1,0,1,1734,"gold"
"donthya2014",1,0,1,0,"C","C62",0,0,0,0,1,0,1,0,0,0,0,1696,"gold"
"saleh1999",1,0,1,0,"D","D00",0,0,0,0,1,0,1,0,0,0,0,1695,"gold"
"aivotulehdus",1,1,0,0,"C","C21",0,0,0,0,1,1,0,0,1,0,1,1914,"platinum"
"giroy",1,1,0,0,"A","A00",1,0,1,0,2,1,1,0,1,0,0.5,1882,"platinum"
"pankr",3,0,3,0,"D","D00",2,2,0,0,5,2,3,0,0,1,0.4,1607,"gold"
"ykaya",1,1,0,0,"A","A04",0,0,0,0,1,1,0,0,1,0,1,1818,"platinum"
"wolf1108",2,1,1,0,"C","C00",3,0,3,0,5,1,4,0,0.5,0,0.2,1215,"bronze"
"monged01",2,2,0,0,"D","D00",0,0,0,0,2,2,0,0,1,0,1,1748,"gold"
"serg0901",2,2,0,0,"C","C20",2,2,0,0,4,4,0,0,1,1,1,1370,"bronze"
"ineedhacks",5,3,1,1,"A","A00",3,1,0,2,8,4,1,3,0.6,0.33333333,0.5,1255,"bronze"
"goerchdrunk",1,1,0,0,"E","E70",0,0,0,0,1,1,0,0,1,0,1,1391,"bronze"
"danielgraham88",8,3,3,2,"A","A00",12,3,8,1,20,6,11,3,0.375,0.25,0.3,1151,"wood"
"evgentar",1,1,0,0,"B","B06",1,0,1,0,2,1,1,0,1,0,0.5,1204,"bronze"
"miland",1,1,0,0,"B","B06",0,0,0,0,1,1,0,0,1,0,1,1229,"bronze"
"scuttlebutts",1,0,1,0,"A","A40",0,0,0,0,1,0,1,0,0,0,0,1336,"bronze"
"sami55",1,1,0,0,"A","A40",0,0,0,0,1,1,0,0,1,0,1,1450,"silver"
"q65",1,1,0,0,"B","B06",0,0,0,0,1,1,0,0,1,0,1,1425,"silver"
"jan_czajkowski",1,0,1,0,"B","B06",0,0,0,0,1,0,1,0,0,0,0,1452,"silver"
"vanhoan",1,1,0,0,"A","A01",0,0,0,0,1,1,0,0,1,0,1,1581,"silver"
"amateur_pawn_star",22,12,10,0,"A","A10",23,8,15,0,45,20,25,0,0.54545455,0.34782609,0.44444444,1513,"silver"
"frankiestomps",1,1,0,0,"B","B20",0,0,0,0,1,1,0,0,1,0,1,1493,"silver"
"patosov",1,0,1,0,"A","A30",0,0,0,0,1,0,1,0,0,0,0,1494,"silver"
"taw12",1,0,1,0,"D","D02",1,1,0,0,2,1,1,0,0,1,0.5,1572,"silver"
"lena_terentieva",1,1,0,0,"B","B30",0,0,0,0,1,1,0,0,1,0,1,1511,"silver"
"giamfede",1,0,1,0,"D","D02",0,0,0,0,1,0,1,0,0,0,0,1478,"silver"
"saiftopa1234",1,0,1,0,"B","B21",0,0,0,0,1,0,1,0,0,0,0,1322,"bronze"
"erfan_yazd",1,1,0,0,"B","B20",0,0,0,0,1,1,0,0,1,0,1,1504,"silver"
"artmanua",1,1,0,0,"B","B22",0,0,0,0,1,1,0,0,1,0,1,1512,"silver"
"sckynie",2,0,2,0,"B","B20",0,0,0,0,2,0,2,0,0,0,0,1430,"silver"
"bobo2709",1,1,0,0,"B","B31",0,0,0,0,1,1,0,0,1,0,1,1465,"silver"
"soldier6534",1,1,0,0,"B","B20",0,0,0,0,1,1,0,0,1,0,1,1501,"silver"
"divinchi",1,0,1,0,"A","A00",1,1,0,0,2,1,1,0,0,1,0.5,1531,"silver"
"angelmufato",1,1,0,0,"B","B23",0,0,0,0,1,1,0,0,1,0,1,1491,"silver"
"shusudukuto",1,0,1,0,"B","B34",0,0,0,0,1,0,1,0,0,0,0,1468,"silver"
"david_roussel",1,1,0,0,"B","B34",0,0,0,0,1,1,0,0,1,0,1,1624,"gold"
"oscar6905",1,1,0,0,"B","B20",0,0,0,0,1,1,0,0,1,0,1,1489,"silver"
"hatem60010",2,2,0,0,"B","B34",0,0,0,0,2,2,0,0,1,0,1,1578,"silver"
"dav54",2,2,0,0,"B","B30",2,0,2,0,4,2,2,0,1,0,0.5,1532,"silver"
"diegobdreis",1,1,0,0,"B","B20",0,0,0,0,1,1,0,0,1,0,1,1422,"silver"
"death_machine",1,1,0,0,"A","A43",1,0,1,0,2,1,1,0,1,0,0.5,1556,"silver"
"gegianni",1,1,0,0,"B","B00",1,1,0,0,2,2,0,0,1,1,1,1500,"silver"
"chessgal2003",2,0,2,0,"A","A00",4,0,4,0,6,0,6,0,0,0,0,1407,"silver"
"toddone",1,1,0,0,"B","B00",0,0,0,0,1,1,0,0,1,0,1,1500,"silver"
"octavarium",1,1,0,0,"A","A40",0,0,0,0,1,1,0,0,1,0,1,1937,"platinum"
"marco753",1,1,0,0,"B","B07",0,0,0,0,1,1,0,0,1,0,1,2141,"titanium"
"quazimodo",1,1,0,0,"C","C50",0,0,0,0,1,1,0,0,1,0,1,1342,"bronze"
"sofaki23",1,0,1,0,"C","C48",1,0,1,0,2,0,2,0,0,0,0,1254,"bronze"
"om1665061",5,3,2,0,"C","C40",8,2,6,0,13,5,8,0,0.6,0.25,0.38461538,1221,"bronze"
"minelkayra",1,1,0,0,"C","C20",0,0,0,0,1,1,0,0,1,0,1,1329,"bronze"
"gangioli",1,1,0,0,"C","C44",0,0,0,0,1,1,0,0,1,0,1,1325,"bronze"
"skerre",1,1,0,0,"A","A03",0,0,0,0,1,1,0,0,1,0,1,1500,"silver"
"denis21",1,1,0,0,"C","C50",0,0,0,0,1,1,0,0,1,0,1,1567,"silver"
"amigoajedrez",1,1,0,0,"D","D02",0,0,0,0,1,1,0,0,1,0,1,1681,"gold"
"bananobama",1,0,1,0,"C","C21",0,0,0,0,1,0,1,0,0,0,0,1446,"silver"
"fairygirl",4,3,1,0,"D","B00",1,0,0,1,5,3,1,1,0.75,0,0.6,2438,"master"
"oreo_or_orion",1,1,0,0,"B","B00",1,0,1,0,2,1,1,0,1,0,0.5,1616,"gold"
"metinnazlioglu",1,0,1,0,"D","D00",0,0,0,0,1,0,1,0,0,0,0,1499,"silver"
"xx_domi_xx",2,1,1,0,"C","C20",0,0,0,0,2,1,1,0,0.5,0,0.5,1405,"silver"
"greenmachine",8,2,6,0,"C","C20",6,1,5,0,14,3,11,0,0.25,0.16666667,0.21428571,989,"wood"
"chingisl",1,0,1,0,"A","A40",1,0,1,0,2,0,2,0,0,0,0,1610,"gold"
"egberttalens",2,2,0,0,"C","C40",0,0,0,0,2,2,0,0,1,0,1,1538,"silver"
"labrute",1,1,0,0,"A","A00",0,0,0,0,1,1,0,0,1,0,1,1500,"silver"
"vaka-waka",1,1,0,0,"D","D00",1,1,0,0,2,2,0,0,1,1,1,1172,"wood"
"hossein2611",1,1,0,0,"A","A00",0,0,0,0,1,1,0,0,1,0,1,1142,"wood"
"tenderheartpirate",1,1,0,0,"B","B00",0,0,0,0,1,1,0,0,1,0,1,1424,"silver"
"t3v3a3d",3,2,0,1,"B","B21",2,2,0,0,5,4,0,1,0.66666667,1,0.8,1751,"gold"
"ivan86",1,1,0,0,"B","B20",0,0,0,0,1,1,0,0,1,0,1,1471,"silver"
"nicopeintre06",1,0,1,0,"B","B20",0,0,0,0,1,0,1,0,0,0,0,1440,"silver"
"lcover",17,5,7,5,"C","C41",21,7,11,3,38,12,18,8,0.29411765,0.33333333,0.31578947,1451,"silver"
"yak42",1,0,1,0,"B","B21",0,0,0,0,1,0,1,0,0,0,0,1508,"silver"
"katerina1965",1,0,0,1,"D","D02",3,1,1,1,4,1,1,2,0,0.33333333,0.25,1544,"silver"
"andrey33",1,0,1,0,"A","A20",1,1,0,0,2,1,1,0,0,1,0.5,1545,"silver"
"stlan",1,1,0,0,"B","B23",0,0,0,0,1,1,0,0,1,0,1,1347,"bronze"
"killerkitten",1,1,0,0,"A","A40",0,0,0,0,1,1,0,0,1,0,1,1500,"silver"
"adamzhorzhevych",1,0,1,0,"B","B52",0,0,0,0,1,0,1,0,0,0,0,1457,"silver"
"velvetgreen",1,1,0,0,"C","C20",0,0,0,0,1,1,0,0,1,0,1,1464,"silver"
"spicybeef189",1,1,0,0,"A","A40",0,0,0,0,1,1,0,0,1,0,1,1363,"bronze"
"pierreleblanc",1,1,0,0,"A","A40",0,0,0,0,1,1,0,0,1,0,1,1653,"gold"
"izaulima",2,2,0,0,"D","D10",1,1,0,0,3,3,0,0,1,1,1,1710,"gold"
"mrmist",1,1,0,0,"A","A40",0,0,0,0,1,1,0,0,1,0,1,1554,"silver"
"souayahmustafa",1,1,0,0,"B","B11",0,0,0,0,1,1,0,0,1,0,1,1579,"silver"
